Q1;Q3;IC80I;IC80S;IC90I;IC90S;IC95I;IC95S;Casos semanais reportados até a última atualização;casos estimados;média móvel;tendência de longo prazo;tendência de curto prazo;Semana epidemiológica;Ano epidemiológico;População;CO_UF;DS_UF_SIGLA;Grupo Jurídico;escala
;;;;;;;;5,42008512386321e-01;5,42008512386321e-01;6,27588803815740e-01;;;23;2024;7010960;21;MA;0;incidência
;;;;;;;;5,84798658101030e-01;5,84798658101030e-01;6,13325421910837e-01;;;24;2024;7010960;21;MA;0;incidência
;;;;;;;;6,98905713340256e-01;6,98905713340256e-01;6,56115567625546e-01;;;25;2024;7010960;21;MA;0;incidência
;;;;;;;;6,84642331435353e-01;6,84642331435353e-01;6,84642331435353e-01;;;26;2024;7010960;21;MA;0;incidência
;;;;;;;;6,84642331435353e-01;6,84642331435353e-01;5,99062040005934e-01;;;27;2024;7010960;21;MA;0;incidência
;;;;;;;;4,42164839051999e-01;4,42164839051999e-01;5,13481748576515e-01;;;28;2024;7010960;21;MA;0;incidência
;;;;;;;;3,99374693337289e-01;3,99374693337289e-01;4,27901457147095e-01;;;29;2024;7010960;21;MA;0;incidência
;;;;;;;;4,42164839051999e-01;4,42164839051999e-01;4,42164839051999e-01;;;30;2024;7010960;21;MA;0;incidência
;;;;;;;;4,84954984766708e-01;4,84954984766708e-01;4,27901457147095e-01;;;31;2024;7010960;21;MA;0;incidência
;;;;;;;;3,56584547622580e-01;3,56584547622580e-01;3,70847929527483e-01;;;32;2024;7010960;21;MA;0;incidência
;;;;;;;;2,85267638098064e-01;2,85267638098064e-01;3,70847929527483e-01;;;33;2024;7010960;21;MA;0;incidência
;;;;;;;;4,70691602861805e-01;4,70691602861805e-01;3,56584547622580e-01;;;34;2024;7010960;21;MA;0;incidência
;;;;;;;;3,28057783812773e-01;3,28057783812773e-01;4,56428220956902e-01;;;35;2024;7010960;21;MA;0;incidência
;;;;;;;;5,56271894291224e-01;5,56271894291224e-01;4,56428220956902e-01;;;36;2024;7010960;21;MA;0;incidência
;;;;;;;;4,84954984766708e-01;4,84954984766708e-01;4,84954984766708e-01;;;37;2024;7010960;21;MA;0;incidência
;;;;;;;;4,13638075242192e-01;4,13638075242192e-01;3,70847929527483e-01;;;38;2024;7010960;21;MA;0;incidência
;;;;;;;;2,28214110478451e-01;2,28214110478451e-01;3,13794401907870e-01;;;39;2024;7010960;21;MA;0;incidência
;;;;;;;;2,99531020002967e-01;2,99531020002967e-01;3,13794401907870e-01;;;40;2024;7010960;21;MA;0;incidência
;;;;;;;;4,13638075242192e-01;4,13638075242192e-01;3,70847929527483e-01;;;41;2024;7010960;21;MA;0;incidência
;;;;;;;;4,13638075242192e-01;4,13638075242192e-01;4,84954984766708e-01;;;42;2024;7010960;21;MA;0;incidência
;;;;;;;;6,41852185720643e-01;6,41852185720643e-01;4,99218366671611e-01;;;43;2024;7010960;21;MA;0;incidência
;;;;;;;;4,56428220956902e-01;4,56428220956902e-01;5,27745130481418e-01;;;44;2024;7010960;21;MA;0;incidência
;;;;;;;;4,84954984766708e-01;4,84954984766708e-01;4,42164839051999e-01;;;45;2024;7010960;21;MA;0;incidência
;;;;;;;;3,70847929527483e-01;3,70847929527483e-01;4,70691602861805e-01;;;46;2024;7010960;21;MA;0;incidência
;;;;;;;;5,70535276196127e-01;5,70535276196127e-01;4,56428220956902e-01;;;47;2024;7010960;21;MA;0;incidência
;;;;;;;;4,42164839051999e-01;4,42164839051999e-01;5,13481748576515e-01;;;48;2024;7010960;21;MA;0;incidência
;;;;;;;;5,13481748576515e-01;5,13481748576515e-01;4,13638075242192e-01;;;49;2024;7010960;21;MA;0;incidência
;;;;;;;;2,71004256193160e-01;2,71004256193160e-01;3,85111311432386e-01;;;50;2024;7010960;21;MA;0;incidência
;;;;;;;;3,70847929527483e-01;3,70847929527483e-01;3,28057783812773e-01;;;51;2024;7010960;21;MA;0;incidência
;;;;;;;;3,42321165717676e-01;3,42321165717676e-01;3,70847929527483e-01;;;52;2024;7010960;21;MA;0;incidência
;;;;;;;;3,98962071673251e-01;3,98962071673251e-01;3,41967490005644e-01;;;1;2025;7018211;21;MA;0;incidência
;;;;;;;;2,70724262921135e-01;2,70724262921135e-01;3,27718844588742e-01;;;2;2025;7018211;21;MA;0;incidência
;;;;;;;;2,99221553754938e-01;2,99221553754938e-01;2,84972908338037e-01;;;3;2025;7018211;21;MA;0;incidência
;;;;;;;;2,84972908338037e-01;2,84972908338037e-01;2,84972908338037e-01;;;4;2025;7018211;21;MA;0;incidência
;;;;;;;;2,56475617504233e-01;2,56475617504233e-01;3,27718844588742e-01;;;5;2025;7018211;21;MA;0;incidência
;;;;;;;;4,27459362507055e-01;4,27459362507055e-01;3,56216135422546e-01;;;6;2025;7018211;21;MA;0;incidência
;;;;;;;;3,98962071673251e-01;3,98962071673251e-01;4,13210717090153e-01;;;7;2025;7018211;21;MA;0;incidência
;;;;;;;;3,98962071673251e-01;3,98962071673251e-01;4,13210717090153e-01;;;8;2025;7018211;21;MA;0;incidência
;;;;;;;;4,55956653340858e-01;4,55956653340858e-01;3,98962071673251e-01;;;9;2025;7018211;21;MA;0;incidência
;;;;;;;;3,41967490005644e-01;3,41967490005644e-01;4,55956653340858e-01;;;10;2025;7018211;21;MA;0;incidência
;;;;;;;;5,69945816676073e-01;5,69945816676073e-01;5,41448525842269e-01;;;11;2025;7018211;21;MA;0;incidência
;;;;;;;;7,12432270845091e-01;7,12432270845091e-01;7,40929561678895e-01;;;12;2025;7018211;21;MA;0;incidência
;;;;;;;;9,40410597515521e-01;9,40410597515521e-01;9,26161952098619e-01;;;13;2025;7018211;21;MA;0;incidência
;;;;;;;;1,13989163335215e+00;1,13989163335215e+00;1,02590247001693e+00;;;14;2025;7018211;21;MA;0;incidência
;;;;;;;;9,83156533766226e-01;9,83156533766226e-01;8,97664661264815e-01;;;15;2025;7018211;21;MA;0;incidência
;;;;;;;;5,84194462092975e-01;5,84194462092975e-01;8,83416015847913e-01;;;16;2025;7018211;21;MA;0;incidência
;;;;;;;;1,09714569710144e+00;1,09714569710144e+00;9,54659242932423e-01;;;17;2025;7018211;21;MA;0;incidência
;;;;;;;;1,18263756960285e+00;1,18263756960285e+00;1,31087537835497e+00;;;18;2025;7018211;21;MA;0;incidência
;;;;;;;;1,65284286836061e+00;1,65284286836061e+00;1,73833474086202e+00;;;19;2025;7018211;21;MA;0;incidência
;;;;;;;;2,39377243003951e+00;2,39377243003951e+00;2,46501565712402e+00;;;20;2025;7018211;21;MA;0;incidência
;;;;;;;;3,34843167297193e+00;3,34843167297193e+00;3,00646418296629e+00;;;21;2025;7018211;21;MA;0;incidência
;;;;;;;;3,26293980047052e+00;3,26293980047052e+00;3,04921011921699e+00;;;22;2025;7018211;21;MA;0;incidência
;;;;;;;;2,52201023879162e+00;2,52201023879162e+00;2,67874533837754e+00;;;23;2025;7018211;21;MA;0;incidência
;;;;;;;;2,26553462128739e+00;2,26553462128739e+00;2,12304816711837e+00;;;24;2025;7018211;21;MA;0;incidência
;;;;;;;;1,58159964127610e+00;1,58159964127610e+00;1,72408609544512e+00;;;25;2025;7018211;21;MA;0;incidência
;;;;;;;;1,33937266918877e+00;1,33937266918877e+00;1,33937266918877e+00;;;26;2025;7018211;21;MA;0;incidência
;;;;;;;;1,09714569710144e+00;1,09714569710144e+00;1,23963215127046e+00;;;27;2025;7018211;21;MA;0;incidência
;;;;;;;;1,28237808752116e+00;1,28237808752116e+00;1,05439976085074e+00;;;28;2025;7018211;21;MA;0;incidência
;;;;;;;;7,83675497929601e-01;7,83675497929601e-01;8,97664661264815e-01;;;29;2025;7018211;21;MA;0;incidência
;;;;;;;;6,41189043760582e-01;6,41189043760582e-01;6,69686334594386e-01;;;30;2025;7018211;21;MA;0;incidência
;;;;;;;;5,69945816676073e-01;5,69945816676073e-01;5,27199880425368e-01;;;31;2025;7018211;21;MA;0;incidência
;;;;;;;;3,84713426256349e-01;3,84713426256349e-01;4,98702589591564e-01;;;32;2025;7018211;21;MA;0;incidência
;;;;;;;;5,27199880425368e-01;5,27199880425368e-01;5,41448525842269e-01;;;33;2025;7018211;21;MA;0;incidência
;;;;;;;;7,26680916261993e-01;7,26680916261993e-01;5,84194462092975e-01;;;34;2025;7018211;21;MA;0;incidência
;;;;;;;;5,12951235008466e-01;5,12951235008466e-01;5,98443107509877e-01;;;35;2025;7018211;21;MA;0;incidência
;;;;;;;;5,69945816676073e-01;5,69945816676073e-01;5,55697171259171e-01;;;36;2025;7018211;21;MA;0;incidência
;;;;;;;;5,69945816676073e-01;5,69945816676073e-01;5,69945816676073e-01;;;37;2025;7018211;21;MA;0;incidência
;;;;;;;;5,55697171259171e-01;5,55697171259171e-01;4,98702589591564e-01;;;38;2025;7018211;21;MA;0;incidência
;;;;;;;;3,56216135422546e-01;3,56216135422546e-01;5,12951235008466e-01;;;39;2025;7018211;21;MA;0;incidência
;;;;;;;;6,12691752926779e-01;6,12691752926779e-01;4,70205298757760e-01;;;40;2025;7018211;21;MA;0;incidência
;;;;;;;;4,55956653340858e-01;4,55956653340858e-01;5,55697171259171e-01;;;41;2025;7018211;21;MA;0;incidência
;;;;;;;;5,84194462092975e-01;5,84194462092975e-01;5,27199880425368e-01;;;42;2025;7018211;21;MA;0;incidência
;;;;;;;;5,55697171259171e-01;5,55697171259171e-01;5,12951235008466e-01;;;43;2025;7018211;21;MA;0;incidência
;;;;;;;;4,13210717090153e-01;4,13210717090153e-01;4,41708007923957e-01;1,0;;44;2025;7018211;21;MA;0;incidência
;;;;;;;;3,56216135422546e-01;3,56216135422546e-01;3,56216135422546e-01;-1,0;;45;2025;7018211;21;MA;0;incidência
;;;;;;;;3,13470199171840e-01;3,13470199171840e-01;3,27718844588742e-01;-1,0;;46;2025;7018211;21;MA;0;incidência
;;;;;;;;3,27718844588742e-01;3,27718844588742e-01;3,41967490005644e-01;-1,0;;47;2025;7018211;21;MA;0;incidência
;;;;;;;;3,84713426256349e-01;3,84713426256349e-01;4,13210717090153e-01;-1,0;;48;2025;7018211;21;MA;0;incidência
;;;;;;;;5,27199880425368e-01;5,27199880425368e-01;5,69945816676073e-01;1,0;;49;2025;7018211;21;MA;0;incidência
8,12172788763404e-01;8,12172788763404e-01;8,12172788763404e-01;0,826421434180306;8,12172788763404e-01;0,826421434180306;8,12172788763404e-01;0,840670079597208;8,12172788763404e-01;8,12172788763404e-01;5,55697171259171e-01;1,0;;50;2025;7018211;21;MA;0;incidência
3,13470199171840e-01;3,27718844588742e-01;3,13470199171840e-01;0,341967490005644;3,13470199171840e-01;0,341967490005644;3,13470199171840e-01;0,341967490005644;3,13470199171840e-01;3,13470199171840e-01;5,41448525842269e-01;1,0;;51;2025;7018211;21;MA;0;incidência
4,84453944174662e-01;4,98702589591564e-01;4,84453944174662e-01;0,512951235008466;4,84453944174662e-01;0,527199880425368;4,84453944174662e-01;0,527199880425368;4,84453944174662e-01;4,98702589591564e-01;4,13210717090153e-01;1,0;-1,0;52;2025;7018211;21;MA;0;incidência
4,27459362507055e-01;4,55956653340858e-01;4,27459362507055e-01;0,470205298757760;4,27459362507055e-01;0,470205298757760;4,27459362507055e-01;0,484453944174662;4,27459362507055e-01;4,41708007923957e-01;3,98962071673251e-01;-1,0;1,0;53;2025;7018211;21;MA;0;incidência
2,42008143716394e-01;2,56243916876182e-01;2,27772370556606e-01;0,270479690035970;2,27772370556606e-01;0,284715463195757;2,27772370556606e-01;0,284715463195757;2,27772370556606e-01;2,42008143716394e-01;2,84715463195757e-01;-1,0;-1,0;1;2026;7024557;21;MA;0;incidência
1,42357731597879e-01;1,70829277917454e-01;1,28121958438091e-01;0,185065051077242;1,28121958438091e-01;0,213536597396818;1,28121958438091e-01;0,213536597396818;1,28121958438091e-01;1,56593504757667e-01;2,42008143716394e-01;-1,0;-1,0;2;2026;7024557;21;MA;0;incidência
2,98951236355545e-01;3,27422782675121e-01;2,84715463195757e-01;0,355894328994697;2,70479690035970e-01;0,370130102154485;2,70479690035970e-01;0,370130102154485;2,70479690035970e-01;3,13187009515333e-01;2,42008143716394e-01;-1,0;1,0;3;2026;7024557;21;MA;0;incidência
2,56243916876182e-01;2,98951236355545e-01;2,27772370556606e-01;0,313187009515333;2,27772370556606e-01;0,341658555834909;2,27772370556606e-01;0,341658555834909;2,13536597396818e-01;2,70479690035970e-01;2,84715463195757e-01;-1,0;1,0;4;2026;7024557;21;MA;0;incidência
2,27772370556606e-01;2,84715463195757e-01;2,13536597396818e-01;0,313187009515333;1,99300824237030e-01;0,355894328994697;1,85065051077242e-01;0,355894328994697;1,70829277917454e-01;2,56243916876182e-01;2,56243916876182e-01;-1,0;-0,5;5;2026;7024557;21;MA;0;incidência
2,13536597396818e-01;2,84715463195757e-01;1,85065051077242e-01;0,327422782675121;1,70829277917454e-01;0,370130102154485;1,56593504757667e-01;0,370130102154485;1,13886185278303e-01;2,42008143716394e-01;2,42008143716394e-01;0,5;0,0;6;2026;7024557;21;MA;0;incidência
1,99300824237030e-01;3,13187009515333e-01;1,56593504757667e-01;0,370130102154485;1,28121958438091e-01;0,469780514273000;1,13886185278303e-01;0,469780514273000;2,84715463195757e-02;2,42008143716394e-01;;0,0;0,0;7;2026;7024557;21;MA;0;incidência
;;;;;;;;1,49886251323870e-01;1,49886251323870e-01;;;;1;2020;3335863;22;PI;0;incidência
;;;;;;;;1,79863501588644e-01;1,79863501588644e-01;1,49886251323870e-01;;;2;2020;3335863;22;PI;0;incidência
;;;;;;;;1,49886251323870e-01;1,49886251323870e-01;1,19909001059096e-01;;;3;2020;3335863;22;PI;0;incidência
;;;;;;;;5,99545005295481e-02;5,99545005295481e-02;1,19909001059096e-01;;;4;2020;3335863;22;PI;0;incidência
;;;;;;;;1,79863501588644e-01;1,79863501588644e-01;1,79863501588644e-01;;;5;2020;3335863;22;PI;0;incidência
;;;;;;;;2,99772502647741e-01;2,99772502647741e-01;2,99772502647741e-01;;;6;2020;3335863;22;PI;0;incidência
;;;;;;;;4,19681503706837e-01;4,19681503706837e-01;3,59727003177289e-01;;;7;2020;3335863;22;PI;0;incidência
;;;;;;;;3,29749752912515e-01;3,29749752912515e-01;4,49658753971611e-01;;;8;2020;3335863;22;PI;0;incidência
;;;;;;;;5,99545005295481e-01;5,99545005295481e-01;6,29522255560255e-01;;;9;2020;3335863;22;PI;0;incidência
;;;;;;;;9,89249258737544e-01;9,89249258737544e-01;1,04920375926709e+00;;;10;2020;3335863;22;PI;0;incidência
;;;;;;;;1,52883976350348e+00;1,52883976350348e+00;2,03845301800464e+00;;;11;2020;3335863;22;PI;0;incidência
;;;;;;;;3,59727003177289e+00;3,59727003177289e+00;3,08765677727173e+00;;;12;2020;3335863;22;PI;0;incidência
;;;;;;;;4,16683778680359e+00;4,16683778680359e+00;3,71717903283198e+00;;;13;2020;3335863;22;PI;0;incidência
;;;;;;;;3,35745202965470e+00;3,35745202965470e+00;3,77713353336153e+00;;;14;2020;3335863;22;PI;0;incidência
;;;;;;;;3,80711078362631e+00;3,80711078362631e+00;3,77713353336153e+00;;;15;2020;3335863;22;PI;0;incidência
;;;;;;;;4,16683778680359e+00;4,16683778680359e+00;4,22679228733314e+00;;;16;2020;3335863;22;PI;0;incidência
;;;;;;;;4,70642829156953e+00;4,70642829156953e+00;5,15608704554114e+00;;;17;2020;3335863;22;PI;0;incidência
;;;;;;;;6,62497230851507e+00;6,62497230851507e+00;6,35517705613210e+00;;;18;2020;3335863;22;PI;0;incidência
;;;;;;;;7,73413056831171e+00;7,73413056831171e+00;7,76410781857648e+00;;;19;2020;3335863;22;PI;0;incidência
;;;;;;;;8,96319782916745e+00;8,96319782916745e+00;8,99317507943222e+00;;;20;2020;3335863;22;PI;0;incidência
;;;;;;;;1,02821968408175e+01;1,02821968408175e+01;9,35290208260951e+00;;;21;2020;3335863;22;PI;0;incidência
;;;;;;;;8,78333432757880e+00;8,78333432757880e+00;1,08517645958482e+01;;;22;2020;3335863;22;PI;0;incidência
;;;;;;;;1,35197398694131e+01;1,35197398694131e+01;1,22007408577630e+01;;;23;2020;3335863;22;PI;0;incidência
;;;;;;;;1,43291256265620e+01;1,43291256265620e+01;1,45389663784154e+01;;;24;2020;3335863;22;PI;0;incidência
;;;;;;;;1,57980108895359e+01;1,57980108895359e+01;1,38494896223256e+01;;;25;2020;3335863;22;PI;0;incidência
;;;;;;;;1,13913551006141e+01;1,13913551006141e+01;1,33698536180892e+01;;;26;2020;3335863;22;PI;0;incidência
;;;;;;;;1,29201948641176e+01;1,29201948641176e+01;1,21707636074983e+01;;;27;2020;3335863;22;PI;0;incidência
;;;;;;;;1,22007408577630e+01;1,22007408577630e+01;1,14513096011437e+01;;;28;2020;3335863;22;PI;0;incidência
;;;;;;;;9,23299308155041e+00;9,23299308155041e+00;9,89249258737544e+00;;;29;2020;3335863;22;PI;0;incidência
;;;;;;;;8,27372107307764e+00;8,27372107307764e+00;8,30369832334241e+00;;;30;2020;3335863;22;PI;0;incidência
;;;;;;;;7,43435806566397e+00;7,43435806566397e+00;7,85403956937080e+00;;;31;2020;3335863;22;PI;0;incidência
;;;;;;;;7,85403956937080e+00;7,85403956937080e+00;7,85403956937080e+00;;;32;2020;3335863;22;PI;0;incidência
;;;;;;;;8,27372107307764e+00;8,27372107307764e+00;7,55426706672306e+00;;;33;2020;3335863;22;PI;0;incidência
;;;;;;;;6,56501780798552e+00;6,56501780798552e+00;6,86479031063326e+00;;;34;2020;3335863;22;PI;0;incidência
;;;;;;;;5,75563205083662e+00;5,75563205083662e+00;6,17531355454346e+00;;;35;2020;3335863;22;PI;0;incidência
;;;;;;;;6,20529080480823e+00;6,20529080480823e+00;5,87554105189572e+00;;;36;2020;3335863;22;PI;0;incidência
;;;;;;;;5,63572304977752e+00;5,63572304977752e+00;5,69567755030707e+00;;;37;2020;3335863;22;PI;0;incidência
;;;;;;;;5,27599604660023e+00;5,27599604660023e+00;5,54579129898320e+00;;;38;2020;3335863;22;PI;0;incidência
;;;;;;;;5,75563205083662e+00;5,75563205083662e+00;5,39590504765933e+00;;;39;2020;3335863;22;PI;0;incidência
;;;;;;;;5,18606429580591e+00;5,18606429580591e+00;5,51581404871843e+00;;;40;2020;3335863;22;PI;0;incidência
;;;;;;;;5,60574579951275e+00;5,60574579951275e+00;5,24601879633546e+00;;;41;2020;3335863;22;PI;0;incidência
;;;;;;;;4,94624629368772e+00;4,94624629368772e+00;5,03617804448204e+00;;;42;2020;3335863;22;PI;0;incidência
;;;;;;;;4,58651929051043e+00;4,58651929051043e+00;4,46661028945134e+00;;;43;2020;3335863;22;PI;0;incidência
;;;;;;;;3,83708803389108e+00;3,83708803389108e+00;4,40665578892179e+00;;;44;2020;3335863;22;PI;0;incidência
;;;;;;;;4,82633729262862e+00;4,82633729262862e+00;4,19681503706837e+00;;;45;2020;3335863;22;PI;0;incidência
;;;;;;;;3,89704253442063e+00;3,89704253442063e+00;4,82633729262862e+00;;;46;2020;3335863;22;PI;0;incidência
;;;;;;;;5,72565480057185e+00;5,72565480057185e+00;4,70642829156953e+00;;;47;2020;3335863;22;PI;0;incidência
;;;;;;;;4,46661028945134e+00;4,46661028945134e+00;5,27599604660023e+00;;;48;2020;3335863;22;PI;0;incidência
;;;;;;;;5,60574579951275e+00;5,60574579951275e+00;5,12610979527636e+00;;;49;2020;3335863;22;PI;0;incidência
;;;;;;;;5,27599604660023e+00;5,27599604660023e+00;5,36592779739456e+00;;;50;2020;3335863;22;PI;0;incidência
;;;;;;;;5,21604154607069e+00;5,21604154607069e+00;4,97622354395249e+00;;;51;2020;3335863;22;PI;0;incidência
;;;;;;;;4,43663303918656e+00;4,43663303918656e+00;4,79636004236385e+00;;;52;2020;3335863;22;PI;0;incidência
;;;;;;;;4,73640554183430e+00;4,73640554183430e+00;4,88629179315817e+00;;;53;2020;3335863;22;PI;0;incidência
;;;;;;;;5,49605478849747e+00;5,49605478849747e+00;5,22722602166879e+00;;;1;2021;3347856;22;PI;0;incidência
;;;;;;;;5,46618492551651e+00;5,46618492551651e+00;5,76488355532616e+00;;;2;2021;3347856;22;PI;0;incidência
;;;;;;;;6,36228081494545e+00;6,36228081494545e+00;5,64540410340230e+00;;;3;2021;3347856;22;PI;0;incidência
;;;;;;;;5,13761643272590e+00;5,13761643272590e+00;6,21293150004062e+00;;;4;2021;3347856;22;PI;0;incidência
;;;;;;;;7,16876711543149e+00;7,16876711543149e+00;6,66097944475509e+00;;;5;2021;3347856;22;PI;0;incidência
;;;;;;;;7,64668492312692e+00;7,64668492312692e+00;8,18434245678428e+00;;;6;2021;3347856;22;PI;0;incidência
;;;;;;;;9,70770546881347e+00;9,70770546881347e+00;9,11030820919418e+00;;;7;2021;3347856;22;PI;0;incidência
;;;;;;;;1,00064040986231e+01;1,00064040986231e+01;1,19479451923858e+01;;;8;2021;3347856;22;PI;0;incidência
;;;;;;;;1,60998561467399e+01;1,60998561467399e+01;1,44271438198059e+01;;;9;2021;3347856;22;PI;0;incidência
;;;;;;;;1,71751712140546e+01;1,71751712140546e+01;1,69362123102069e+01;;;10;2021;3347856;22;PI;0;incidência
;;;;;;;;1,75037397068452e+01;1,75037397068452e+01;1,59206369688541e+01;;;11;2021;3347856;22;PI;0;incidência
;;;;;;;;1,30531301226815e+01;1,30531301226815e+01;1,50245410794252e+01;;;12;2021;3347856;22;PI;0;incidência
;;;;;;;;1,44868835457678e+01;1,44868835457678e+01;1,46362328606726e+01;;;13;2021;3347856;22;PI;0;incidência
;;;;;;;;1,63686849135686e+01;1,63686849135686e+01;1,46063629976917e+01;;;14;2021;3347856;22;PI;0;incidência
;;;;;;;;1,29635205337386e+01;1,29635205337386e+01;1,39790958750914e+01;;;15;2021;3347856;22;PI;0;incidência
;;;;;;;;1,26050821779670e+01;1,26050821779670e+01;1,30232602597005e+01;;;16;2021;3347856;22;PI;0;incidência
;;;;;;;;1,35310479303769e+01;1,35310479303769e+01;1,28440410818147e+01;;;17;2021;3347856;22;PI;0;incidência
;;;;;;;;1,23959931371003e+01;1,23959931371003e+01;1,29933903967196e+01;;;18;2021;3347856;22;PI;0;incidência
;;;;;;;;1,30531301226815e+01;1,30531301226815e+01;1,24258630000812e+01;;;19;2021;3347856;22;PI;0;incidência
;;;;;;;;1,18284657404620e+01;1,18284657404620e+01;1,16492465625762e+01;;;20;2021;3347856;22;PI;0;incidência
;;;;;;;;1,00960136875660e+01;1,00960136875660e+01;1,10518493029569e+01;;;21;2021;3347856;22;PI;0;incidência
;;;;;;;;1,12011986178617e+01;1,12011986178617e+01;1,00064040986231e+01;;;22;2021;3347856;22;PI;0;incidência
;;;;;;;;8,69213012746068e+00;8,69213012746068e+00;8,93108903130840e+00;;;23;2021;3347856;22;PI;0;incidência
;;;;;;;;6,92980821158377e+00;6,92980821158377e+00;7,40772601927920e+00;;;24;2021;3347856;22;PI;0;incidência
;;;;;;;;6,57136985581220e+00;6,57136985581220e+00;6,45189040388834e+00;;;25;2021;3347856;22;PI;0;incidência
;;;;;;;;5,88436300725001e+00;5,88436300725001e+00;5,67527396638326e+00;;;26;2021;3347856;22;PI;0;incidência
;;;;;;;;4,54021917310661e+00;4,54021917310661e+00;4,71943835099240e+00;;;27;2021;3347856;22;PI;0;incidência
;;;;;;;;3,73373287262057e+00;3,73373287262057e+00;3,70386300963960e+00;;;28;2021;3347856;22;PI;0;incidência
;;;;;;;;2,86750684617260e+00;2,86750684617260e+00;3,13633561300128e+00;;;29;2021;3347856;22;PI;0;incidência
;;;;;;;;2,77789725722970e+00;2,77789725722970e+00;3,10646575002031e+00;;;30;2021;3347856;22;PI;0;incidência
;;;;;;;;3,70386300963960e+00;3,70386300963960e+00;3,01685616107742e+00;;;31;2021;3347856;22;PI;0;incidência
;;;;;;;;2,59867807934391e+00;2,59867807934391e+00;3,01685616107742e+00;;;32;2021;3347856;22;PI;0;incidência
;;;;;;;;2,74802739424874e+00;2,74802739424874e+00;2,62854794232488e+00;;;33;2021;3347856;22;PI;0;incidência
;;;;;;;;2,53893835338199e+00;2,53893835338199e+00;2,53893835338199e+00;;;34;2021;3347856;22;PI;0;incidência
;;;;;;;;2,29997944953427e+00;2,29997944953427e+00;2,29997944953427e+00;;;35;2021;3347856;22;PI;0;incidência
;;;;;;;;2,03115068270559e+00;2,03115068270559e+00;2,00128081972462e+00;;;36;2021;3347856;22;PI;0;incidência
;;;;;;;;1,70258218991498e+00;1,70258218991498e+00;2,09089040866752e+00;;;37;2021;3347856;22;PI;0;incidência
;;;;;;;;2,50906849040102e+00;2,50906849040102e+00;2,15063013462945e+00;;;38;2021;3347856;22;PI;0;incidência
;;;;;;;;2,27010958655330e+00;2,27010958655330e+00;2,32984931251523e+00;;;39;2021;3347856;22;PI;0;incidência
;;;;;;;;2,21036986059138e+00;2,21036986059138e+00;2,27010958655330e+00;;;40;2021;3347856;22;PI;0;incidência
;;;;;;;;2,32984931251523e+00;2,32984931251523e+00;2,15063013462945e+00;;;41;2021;3347856;22;PI;0;incidência
;;;;;;;;1,91167123078173e+00;1,91167123078173e+00;2,06102054568655e+00;;;42;2021;3347856;22;PI;0;incidência
;;;;;;;;1,91167123078173e+00;1,91167123078173e+00;1,97141095674366e+00;;;43;2021;3347856;22;PI;0;incidência
;;;;;;;;2,12076027164848e+00;2,12076027164848e+00;2,03115068270559e+00;;;44;2021;3347856;22;PI;0;incidência
;;;;;;;;2,09089040866752e+00;2,09089040866752e+00;2,03115068270559e+00;;;45;2021;3347856;22;PI;0;incidência
;;;;;;;;1,88180136780077e+00;1,88180136780077e+00;1,73245205289594e+00;;;46;2021;3347856;22;PI;0;incidência
;;;;;;;;1,19479451923858e+00;1,19479451923858e+00;1,73245205289594e+00;;;47;2021;3347856;22;PI;0;incidência
;;;;;;;;2,15063013462945e+00;2,15063013462945e+00;1,70258218991498e+00;;;48;2021;3347856;22;PI;0;incidência
;;;;;;;;1,79219177885787e+00;1,79219177885787e+00;1,85193150481980e+00;;;49;2021;3347856;22;PI;0;incidência
;;;;;;;;1,61297260097208e+00;1,61297260097208e+00;1,94154109376269e+00;;;50;2021;3347856;22;PI;0;incidência
;;;;;;;;2,44932876443909e+00;2,44932876443909e+00;2,71815753126777e+00;;;51;2021;3347856;22;PI;0;incidência
;;;;;;;;4,12204109137311e+00;4,12204109137311e+00;4,45060958416372e+00;;;52;2021;3347856;22;PI;0;incidência
;;;;;;;;6,76190325831394e+00;6,76190325831394e+00;5,54059033500613e+00;;;1;2022;3357043;22;PI;0;incidência
;;;;;;;;5,71931905549020e+00;5,71931905549020e+00;5,92783589605495e+00;;;2;2022;3357043;22;PI;0;incidência
;;;;;;;;5,33207349444139e+00;5,33207349444139e+00;5,39164973460274e+00;;;3;2022;3357043;22;PI;0;incidência
;;;;;;;;5,12355665387664e+00;5,12355665387664e+00;5,03419229363461e+00;;;4;2022;3357043;22;PI;0;incidência
;;;;;;;;4,61715861250511e+00;4,61715861250511e+00;4,43842989202104e+00;;;5;2022;3357043;22;PI;0;incidência
;;;;;;;;3,54478628960070e+00;3,54478628960070e+00;3,30648132895527e+00;;;6;2022;3357043;22;PI;0;incidência
;;;;;;;;1,78728720484069e+00;1,78728720484069e+00;2,35326148637357e+00;;;7;2022;3357043;22;PI;0;incidência
;;;;;;;;1,72771096467933e+00;1,72771096467933e+00;1,51919412411459e+00;;;8;2022;3357043;22;PI;0;incidência
;;;;;;;;1,07237232290441e+00;1,07237232290441e+00;1,31067728354984e+00;;;9;2022;3357043;22;PI;0;incidência
;;;;;;;;1,10216044298509e+00;1,10216044298509e+00;1,13194856306577e+00;;;10;2022;3357043;22;PI;0;incidência
;;;;;;;;1,22131292330780e+00;1,22131292330780e+00;1,31067728354984e+00;;;11;2022;3357043;22;PI;0;incidência
